VentaID;Fecha;NroFactura;ClienteID;VendedorID;SucursalID;CanalVenta;MedioPago;EstadoVenta
VTA001358;13/04/2026;FAC-2026-001358;CLI0502;VEN10;SUC04;Web;Efectivo;Completada
VTA001359;07/02/2026;FAC-2026-001359;CLI0066;VEN06;SUC06;WhatsApp;Tarjeta Débito;Completada
VTA001360;16/03/2025;FAC-2025-001360;CLI0140;VEN16;SUC04;Web;Tarjeta Débito;Completada
VTA001361;06/06/2025;FAC-2025-001361;CLI0109;VEN13;SUC01;Venta Telefónica;Tarjeta Crédito;Completada
VTA001362;15/03/2025;FAC-2025-001362;CLI0263;VEN02;SUC02;WhatsApp;Transferencia;Completada
VTA001363;05/07/2025;FAC-2025-001363;CLI0077;VEN13;SUC01;Marketplace;Tarjeta Débito;Completada
VTA001364;23/07/2026;FAC-2026-001364;CLI0330;VEN12;SUC06;Marketplace;Transferencia;Completada
VTA001365;24/11/2025;FAC-2025-001365;CLI0348;VEN15;SUC03;Local;Transferencia;Completada
VTA001366;15/03/2025;FAC-2025-001366;CLI0154;VEN10;SUC04;Venta Telefónica;Transferencia;Completada
VTA001367;08/01/2026;FAC-2026-001367;CLI0583;VEN06;SUC06;Local;Tarjeta Crédito;Completada
VTA001368;14/09/2025;FAC-2025-001368;CLI0052;VEN07;SUC01;WhatsApp;Tarjeta Crédito;Cancelada
VTA001369;04/07/2026;FAC-2026-001369;CLI0399;VEN10;SUC04;Local;Transferencia;Completada
VTA001370;09/01/2025;FAC-2025-001370;CLI0499;VEN06;SUC06;WhatsApp;Tarjeta Débito;Completada
VTA001371;05/03/2025;FAC-2025-001371;CLI0506;VEN08;SUC02;Marketplace;Tarjeta Débito;Completada
VTA001372;29/05/2025;FAC-2025-001372;CLI0188;VEN17;SUC05;Local;Financiación Propia;Completada
VTA001373;07/06/2025;FAC-2025-001373;CLI0355;VEN08;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA001374;01/04/2025;FAC-2025-001374;CLI0140;VEN02;SUC02;Venta Telefónica;Financiación Propia;Pendiente
VTA001375;15/01/2025;FAC-2025-001375;CLI0592;VEN08;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA001376;07/08/2025;FAC-2025-001376;CLI0017;VEN04;SUC04;Local;Tarjeta Crédito;Cancelada
VTA001377;21/12/2025;FAC-2025-001377;CLI0469;VEN06;SUC06;Web;Tarjeta Débito;Completada
VTA001378;06/08/2025;FAC-2025-001378;CLI0573;VEN14;SUC02;Local;Transferencia;Completada
VTA001379;08/12/2025;FAC-2025-001379;CLI0524;VEN12;SUC06;Web;Tarjeta Débito;Completada
VTA001380;18/05/2025;FAC-2025-001380;CLI0555;VEN11;SUC05;WhatsApp;Efectivo;Completada
VTA001381;26/03/2025;FAC-2025-001381;CLI0134;VEN13;SUC01;Web;Tarjeta Crédito;Completada
VTA001382;16/07/2025;FAC-2025-001382;CLI0563;VEN04;SUC04;Web;Transferencia;Completada
VTA001383;14/01/2026;FAC-2026-001383;CLI0332;VEN05;SUC05;Venta Telefónica;Tarjeta Débito;Completada
VTA001384;22/12/2025;FAC-2025-001384;CLI0309;VEN16;SUC04;Venta Telefónica;Financiación Propia;Completada
VTA001385;08/10/2025;FAC-2025-001385;CLI0512;VEN06;SUC06;Marketplace;Efectivo;Completada
VTA001386;05/05/2025;FAC-2025-001386;CLI0040;VEN05;SUC05;Venta Telefónica;Tarjeta Débito;Completada
VTA001387;08/08/2025;FAC-2025-001387;CLI0481;VEN16;SUC04;WhatsApp;Efectivo;Completada
VTA001388;03/11/2025;FAC-2025-001388;CLI0298;VEN14;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA001389;23/08/2025;FAC-2025-001389;CLI0222;VEN12;SUC06;Web;Efectivo;Completada
VTA001390;11/08/2025;FAC-2025-001390;CLI0377;VEN15;SUC03;Local;Transferencia;Completada
VTA001391;13/01/2025;FAC-2025-001391;CLI0172;VEN11;SUC05;WhatsApp;Tarjeta Crédito;Completada
VTA001392;15/02/2025;FAC-2025-001392;CLI0519;VEN05;SUC05;WhatsApp;Financiación Propia;Completada
VTA001393;18/05/2025;FAC-2025-001393;CLI0572;VEN09;SUC03;Venta Telefónica;Transferencia;Completada
VTA001394;19/11/2025;FAC-2025-001394;CLI0425;VEN18;SUC06;WhatsApp;Tarjeta Crédito;Completada
VTA001395;22/01/2026;FAC-2026-001395;CLI0554;VEN05;SUC05;Local;Tarjeta Crédito;Completada
VTA001396;25/07/2026;FAC-2026-001396;CLI0008;VEN07;SUC01;Web;Tarjeta Débito;Completada
VTA001397;18/07/2026;FAC-2026-001397;CLI0221;VEN09;SUC03;Local;Efectivo;Completada
VTA001398;15/04/2026;FAC-2026-001398;CLI0383;VEN16;SUC04;Web;Tarjeta Débito;Completada
VTA001399;16/06/2025;FAC-2025-001399;CLI0088;VEN17;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA001400;10/07/2026;FAC-2026-001400;CLI0597;VEN02;SUC02;WhatsApp;Transferencia;Completada
VTA001401;03/09/2025;FAC-2025-001401;CLI0490;VEN11;SUC05;Web;Efectivo;Completada
VTA001402;03/02/2025;FAC-2025-001402;CLI0507;VEN15;SUC03;Local;Tarjeta Crédito;Completada
VTA001403;31/08/2025;FAC-2025-001403;CLI0107;VEN18;SUC06;Marketplace;Efectivo;Completada
VTA001404;20/05/2026;FAC-2026-001404;CLI0178;VEN09;SUC03;Venta Telefónica;Transferencia;Completada
VTA001405;06/03/2026;FAC-2026-001405;CLI0567;VEN09;SUC03;Marketplace;Tarjeta Débito;Completada
VTA001406;03/03/2025;FAC-2025-001406;CLI0420;VEN06;SUC06;WhatsApp;Efectivo;Completada
VTA001407;19/07/2026;FAC-2026-001407;CLI0583;VEN05;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA001408;14/11/2025;FAC-2025-001408;CLI0079;VEN05;SUC05;Web;Financiación Propia;Completada
VTA001409;23/01/2025;FAC-2025-001409;CLI0010;VEN09;SUC03;WhatsApp;Efectivo;Completada
VTA001410;07/06/2025;FAC-2025-001410;CLI0298;VEN11;SUC05;Web;Financiación Propia;Completada
VTA001411;07/06/2026;FAC-2026-001411;CLI0070;VEN06;SUC06;Marketplace;Financiación Propia;Completada
VTA001412;28/07/2026;FAC-2026-001412;CLI0403;VEN03;SUC03;Local;Efectivo;Completada
VTA001413;25/04/2026;FAC-2026-001413;CLI0130;VEN11;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA001414;16/05/2026;FAC-2026-001414;CLI0460;VEN07;SUC01;WhatsApp;Efectivo;Completada
VTA001415;03/02/2026;FAC-2026-001415;CLI0562;VEN10;SUC04;Web;Financiación Propia;Completada
VTA001416;17/07/2025;FAC-2025-001416;CLI0354;VEN11;SUC05;Local;Tarjeta Débito;Completada
VTA001417;13/06/2026;FAC-2026-001417;CLI0298;VEN15;SUC03;Marketplace;Transferencia;Completada
VTA001418;26/02/2025;FAC-2025-001418;CLI0064;VEN09;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA001419;03/05/2025;FAC-2025-001419;CLI0075;VEN03;SUC03;WhatsApp;Transferencia;Completada
VTA001420;08/12/2025;FAC-2025-001420;CLI0589;VEN10;SUC04;WhatsApp;Transferencia;Completada
VTA001421;11/05/2026;FAC-2026-001421;CLI0383;VEN08;SUC02;Marketplace;Transferencia;Completada
VTA001422;03/02/2026;FAC-2026-001422;CLI0221;VEN04;SUC04;Web;Tarjeta Crédito;Completada
VTA001423;23/03/2025;FAC-2025-001423;CLI0525;VEN11;SUC05;Web;Financiación Propia;Completada
VTA001424;20/01/2026;FAC-2026-001424;CLI0175;VEN02;SUC02;Marketplace;Tarjeta Débito;Completada
VTA001425;21/01/2026;FAC-2026-001425;CLI0545;VEN09;SUC03;Marketplace;Transferencia;Completada
VTA001426;15/07/2026;FAC-2026-001426;CLI0371;VEN12;SUC06;Local;Tarjeta Débito;Completada
VTA001427;16/03/2026;FAC-2026-001427;CLI0101;VEN11;SUC05;WhatsApp;Efectivo;Completada
VTA001428;04/04/2025;FAC-2025-001428;CLI0018;VEN14;SUC02;Local;Efectivo;Completada
VTA001429;18/02/2025;FAC-2025-001429;CLI0341;VEN04;SUC04;Local;Tarjeta Débito;Completada
VTA001430;04/02/2026;FAC-2026-001430;CLI0205;VEN11;SUC05;Local;Transferencia;Completada
VTA001431;09/05/2026;FAC-2026-001431;CLI0200;VEN02;SUC02;Local;Efectivo;Completada
VTA001432;01/10/2025;FAC-2025-001432;CLI0200;VEN08;SUC02;Venta Telefónica;Efectivo;Completada
VTA001433;18/03/2026;FAC-2026-001433;CLI0252;VEN03;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA001434;09/11/2025;FAC-2025-001434;CLI0159;VEN14;SUC02;Marketplace;Efectivo;Completada
VTA001435;13/02/2025;FAC-2025-001435;CLI0553;VEN12;SUC06;Venta Telefónica;Efectivo;Completada
VTA001436;09/06/2025;FAC-2025-001436;CLI0133;VEN13;SUC01;Local;Financiación Propia;Completada
VTA001437;13/03/2026;FAC-2026-001437;CLI0035;VEN14;SUC02;Local;Efectivo;Completada
VTA001438;05/12/2025;FAC-2025-001438;CLI0332;VEN16;SUC04;Marketplace;Tarjeta Débito;Completada
VTA001439;30/08/2025;FAC-2025-001439;CLI0529;VEN08;SUC02;Local;Tarjeta Crédito;Completada
VTA001440;14/03/2025;FAC-2025-001440;CLI0069;VEN15;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA001441;31/07/2026;FAC-2026-001441;CLI0110;VEN02;SUC02;Venta Telefónica;Efectivo;Completada
VTA001442;20/07/2025;FAC-2025-001442;CLI0011;VEN07;SUC01;Local;Transferencia;Completada
VTA001443;31/01/2025;FAC-2025-001443;CLI0421;VEN02;SUC02;Marketplace;Transferencia;Completada
VTA001444;10/09/2025;FAC-2025-001444;CLI0459;VEN04;SUC04;Marketplace;Efectivo;Completada
VTA001445;30/04/2026;FAC-2026-001445;CLI0226;VEN13;SUC01;Marketplace;Tarjeta Débito;Completada
VTA001446;26/07/2026;FAC-2026-001446;CLI0559;VEN12;SUC06;WhatsApp;Transferencia;Completada
VTA001447;19/04/2026;FAC-2026-001447;CLI0324;VEN03;SUC03;Marketplace;Tarjeta Crédito;Completada
VTA001448;14/07/2025;FAC-2025-001448;CLI0219;VEN04;SUC04;Marketplace;Financiación Propia;Completada
VTA001449;14/07/2026;FAC-2026-001449;CLI0561;VEN02;SUC02;Marketplace;Efectivo;Cancelada
VTA001450;26/04/2026;FAC-2026-001450;CLI0405;VEN01;SUC01;Marketplace;Tarjeta Débito;Completada
VTA001451;01/01/2025;FAC-2025-001451;CLI0044;VEN13;SUC01;Venta Telefónica;Efectivo;Completada
VTA001452;05/01/2025;FAC-2025-001452;CLI0265;VEN15;SUC03;Marketplace;Financiación Propia;Completada
VTA001453;18/05/2025;FAC-2025-001453;CLI0507;VEN16;SUC04;WhatsApp;Tarjeta Crédito;Completada
VTA001454;18/09/2025;FAC-2025-001454;CLI0545;VEN13;SUC01;Marketplace;Financiación Propia;Completada
VTA001455;21/10/2025;FAC-2025-001455;CLI0236;VEN18;SUC06;Venta Telefónica;Transferencia;Completada
VTA001456;20/11/2025;FAC-2025-001456;CLI0408;VEN13;SUC01;Web;Tarjeta Crédito;Completada
VTA001457;12/12/2025;FAC-2025-001457;CLI0317;VEN02;SUC02;Web;Efectivo;Completada
VTA001458;29/11/2025;FAC-2025-001458;CLI0240;VEN14;SUC02;WhatsApp;Transferencia;Completada
VTA001459;22/06/2026;FAC-2026-001459;CLI0399;VEN16;SUC04;WhatsApp;Financiación Propia;Completada
VTA001460;17/05/2025;FAC-2025-001460;CLI0250;VEN18;SUC06;Venta Telefónica;Tarjeta Débito;Cancelada
VTA001461;03/04/2026;FAC-2026-001461;CLI0278;VEN04;SUC04;Web;Tarjeta Débito;Completada
VTA001462;25/07/2025;FAC-2025-001462;CLI0176;VEN09;SUC03;Web;Tarjeta Débito;Completada
VTA001463;11/04/2025;FAC-2025-001463;CLI0476;VEN07;SUC01;Venta Telefónica;Financiación Propia;Cancelada
VTA001464;13/01/2025;FAC-2025-001464;CLI0258;VEN09;SUC03;Venta Telefónica;Transferencia;Cancelada
VTA001465;20/06/2026;FAC-2026-001465;CLI0593;VEN03;SUC03;Venta Telefónica;Transferencia;Completada
VTA001466;22/07/2025;FAC-2025-001466;CLI0145;VEN01;SUC01;Local;Efectivo;Completada
VTA001467;06/06/2025;FAC-2025-001467;CLI0217;VEN12;SUC06;WhatsApp;Financiación Propia;Completada
VTA001468;26/09/2025;FAC-2025-001468;CLI0113;VEN17;SUC05;Marketplace;Efectivo;Completada
VTA001469;12/03/2026;FAC-2026-001469;CLI0278;VEN12;SUC06;WhatsApp;Tarjeta Débito;Completada
VTA001470;10/03/2025;FAC-2025-001470;CLI0297;VEN05;SUC05;Venta Telefónica;Transferencia;Completada
VTA001471;06/08/2025;FAC-2025-001471;CLI0244;VEN09;SUC03;Marketplace;Tarjeta Crédito;Completada
VTA001472;23/01/2026;FAC-2026-001472;CLI0564;VEN06;SUC06;Local;Financiación Propia;Completada
VTA001473;25/01/2025;FAC-2025-001473;CLI0547;VEN11;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA001474;16/05/2025;FAC-2025-001474;CLI0148;VEN17;SUC05;Web;Tarjeta Débito;Completada
VTA001475;17/03/2025;FAC-2025-001475;CLI0459;VEN10;SUC04;Marketplace;Transferencia;Completada
VTA001476;16/07/2025;FAC-2025-001476;CLI0134;VEN05;SUC05;Local;Financiación Propia;Cancelada
VTA001477;05/12/2025;FAC-2025-001477;CLI0117;VEN01;SUC01;Marketplace;Financiación Propia;Completada
VTA001478;16/11/2025;FAC-2025-001478;CLI0091;VEN02;SUC02;Venta Telefónica;Efectivo;Completada
VTA001479;02/03/2026;FAC-2026-001479;CLI0011;VEN13;SUC01;WhatsApp;Tarjeta Crédito;Completada
VTA001480;23/06/2025;FAC-2025-001480;CLI0521;VEN04;SUC04;Marketplace;Tarjeta Débito;Completada
VTA001481;03/06/2025;FAC-2025-001481;CLI0512;VEN10;SUC04;Web;Tarjeta Crédito;Completada
VTA001482;22/05/2025;FAC-2025-001482;CLI0010;VEN06;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA001483;26/04/2025;FAC-2025-001483;CLI0200;VEN18;SUC06;Marketplace;Financiación Propia;Completada
VTA001484;13/02/2026;FAC-2026-001484;CLI0126;VEN08;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA001485;29/10/2025;FAC-2025-001485;CLI0589;VEN08;SUC02;Marketplace;Efectivo;Completada
VTA001486;28/05/2026;FAC-2026-001486;CLI0409;VEN03;SUC03;Local;Efectivo;Completada
VTA001487;23/01/2026;FAC-2026-001487;CLI0234;VEN04;SUC04;Venta Telefónica;Transferencia;Completada
VTA001488;29/03/2025;FAC-2025-001488;CLI0186;VEN15;SUC03;Local;Tarjeta Débito;Completada
VTA001489;03/07/2025;FAC-2025-001489;CLI0462;VEN18;SUC06;Marketplace;Transferencia;Completada
VTA001490;14/11/2025;FAC-2025-001490;CLI0430;VEN02;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA001491;15/11/2025;FAC-2025-001491;CLI0374;VEN12;SUC06;Marketplace;Efectivo;Completada
VTA001492;26/03/2026;FAC-2026-001492;CLI0311;VEN11;SUC05;Venta Telefónica;Transferencia;Completada
VTA001493;24/12/2025;FAC-2025-001493;CLI0386;VEN18;SUC06;Local;Financiación Propia;Completada
VTA001494;03/02/2026;FAC-2026-001494;CLI0147;VEN17;SUC05;Local;Transferencia;Completada
VTA001495;16/01/2025;FAC-2025-001495;CLI0582;VEN11;SUC05;Web;Efectivo;Completada
VTA001496;09/04/2026;FAC-2026-001496;CLI0211;VEN16;SUC04;Marketplace;Tarjeta Crédito;Completada
VTA001497;08/06/2025;FAC-2025-001497;CLI0045;VEN04;SUC04;Web;Tarjeta Débito;Completada
VTA001498;15/05/2026;FAC-2026-001498;CLI0318;VEN09;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA001499;30/04/2026;FAC-2026-001499;CLI0151;VEN05;SUC05;Web;Financiación Propia;Completada
VTA001500;19/04/2026;FAC-2026-001500;CLI0473;VEN10;SUC04;Local;Tarjeta Crédito;Completada
VTA001501;05/11/2025;FAC-2025-001501;CLI0157;VEN09;SUC03;Web;Tarjeta Débito;Completada
VTA001502;01/12/2025;FAC-2025-001502;CLI0420;VEN05;SUC05;Web;Tarjeta Débito;Completada
VTA001503;13/05/2026;FAC-2026-001503;CLI0199;VEN05;SUC05;Venta Telefónica;Tarjeta Débito;Completada
VTA001504;30/07/2025;FAC-2025-001504;CLI0462;VEN11;SUC05;Local;Tarjeta Crédito;Completada
VTA001505;20/11/2025;FAC-2025-001505;CLI0006;VEN05;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA001506;21/04/2025;FAC-2025-001506;CLI0480;VEN14;SUC02;Venta Telefónica;Efectivo;Completada
VTA001507;04/03/2025;FAC-2025-001507;CLI0497;VEN05;SUC05;Local;Transferencia;Completada
VTA001508;14/03/2026;FAC-2026-001508;CLI0021;VEN02;SUC02;WhatsApp;Efectivo;Completada
VTA001509;29/12/2025;FAC-2025-001509;CLI0443;VEN03;SUC03;Web;Financiación Propia;Completada
VTA001510;16/01/2025;FAC-2025-001510;CLI0277;VEN11;SUC05;Web;Efectivo;Completada
VTA001511;23/01/2025;FAC-2025-001511;CLI0114;VEN05;SUC05;Marketplace;Transferencia;Completada
VTA001512;25/06/2025;FAC-2025-001512;CLI0385;VEN12;SUC06;Marketplace;Financiación Propia;Completada
VTA001513;25/07/2026;FAC-2026-001513;CLI0164;VEN02;SUC02;Marketplace;Efectivo;Completada
VTA001514;09/04/2026;FAC-2026-001514;CLI0189;VEN04;SUC04;Marketplace;Transferencia;Completada
VTA001515;12/07/2025;FAC-2025-001515;CLI0474;VEN18;SUC06;Marketplace;Tarjeta Débito;Completada
VTA001516;03/04/2026;FAC-2026-001516;CLI0214;VEN15;SUC03;WhatsApp;Financiación Propia;Completada
VTA001517;11/02/2025;FAC-2025-001517;CLI0459;VEN11;SUC05;Venta Telefónica;Transferencia;Completada
VTA001518;16/05/2025;FAC-2025-001518;CLI0004;VEN05;SUC05;WhatsApp;Efectivo;Completada
VTA001519;12/07/2026;FAC-2026-001519;CLI0526;VEN13;SUC01;Marketplace;Tarjeta Débito;Completada
VTA001520;20/10/2025;FAC-2025-001520;CLI0377;VEN06;SUC06;Marketplace;Financiación Propia;Completada
VTA001521;17/01/2026;FAC-2026-001521;CLI0422;VEN11;SUC05;Web;Financiación Propia;Completada
VTA001522;21/02/2026;FAC-2026-001522;CLI0408;VEN05;SUC05;WhatsApp;Efectivo;Completada
VTA001523;11/05/2025;FAC-2025-001523;CLI0013;VEN03;SUC03;WhatsApp;Financiación Propia;Completada
VTA001524;25/06/2025;FAC-2025-001524;CLI0465;VEN13;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA001525;23/05/2025;FAC-2025-001525;CLI0202;VEN01;SUC01;WhatsApp;Tarjeta Crédito;Completada
VTA001526;22/05/2025;FAC-2025-001526;CLI0533;VEN09;SUC03;Local;Tarjeta Débito;Completada
VTA001527;11/01/2026;FAC-2026-001527;CLI0541;VEN10;SUC04;Marketplace;Tarjeta Débito;Completada
VTA001528;25/02/2026;FAC-2026-001528;CLI0569;VEN07;SUC01;Local;Tarjeta Débito;Completada
VTA001529;11/05/2025;FAC-2025-001529;CLI0460;VEN16;SUC04;Marketplace;Tarjeta Crédito;Completada
VTA001530;17/04/2025;FAC-2025-001530;CLI0533;VEN06;SUC06;Web;Transferencia;Pendiente
VTA001531;15/02/2025;FAC-2025-001531;CLI0394;VEN09;SUC03;Venta Telefónica;Efectivo;Completada
VTA001532;03/07/2026;FAC-2026-001532;CLI0513;VEN09;SUC03;Web;Tarjeta Débito;Completada
VTA001533;14/07/2025;FAC-2025-001533;CLI0199;VEN11;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA001534;27/07/2026;FAC-2026-001534;CLI0588;VEN05;SUC05;Marketplace;Efectivo;Completada
VTA001535;12/01/2026;FAC-2026-001535;CLI0257;VEN09;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA001536;06/02/2025;FAC-2025-001536;CLI0563;VEN17;SUC05;WhatsApp;Tarjeta Crédito;Completada
VTA001537;27/04/2025;FAC-2025-001537;CLI0117;VEN05;SUC05;WhatsApp;Tarjeta Débito;Cancelada
VTA001538;20/02/2026;FAC-2026-001538;CLI0245;VEN10;SUC04;Marketplace;Tarjeta Débito;Completada
VTA001539;21/04/2025;FAC-2025-001539;CLI0229;VEN15;SUC03;WhatsApp;Transferencia;Completada
VTA001540;15/02/2026;FAC-2026-001540;CLI0524;VEN03;SUC03;Venta Telefónica;Efectivo;Completada
VTA001541;30/06/2025;FAC-2025-001541;CLI0547;VEN15;SUC03;Marketplace;Tarjeta Débito;Completada
VTA001542;14/10/2025;FAC-2025-001542;CLI0374;VEN08;SUC02;Venta Telefónica;Efectivo;Completada
VTA001543;31/05/2026;FAC-2026-001543;CLI0178;VEN17;SUC05;Marketplace;Financiación Propia;Completada
VTA001544;18/09/2025;FAC-2025-001544;CLI0013;VEN04;SUC04;Web;Tarjeta Débito;Completada
VTA001545;01/04/2026;FAC-2026-001545;CLI0027;VEN02;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA001546;02/11/2025;FAC-2025-001546;CLI0239;VEN02;SUC02;Venta Telefónica;Tarjeta Débito;Completada
VTA001547;15/07/2025;FAC-2025-001547;CLI0258;VEN11;SUC05;WhatsApp;Efectivo;Completada
VTA001548;21/02/2026;FAC-2026-001548;CLI0284;VEN06;SUC06;WhatsApp;Efectivo;Completada
VTA001549;19/12/2025;FAC-2025-001549;CLI0064;VEN08;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA001550;16/06/2025;FAC-2025-001550;CLI0102;VEN09;SUC03;Web;Tarjeta Débito;Completada
VTA001551;07/06/2025;FAC-2025-001551;CLI0023;VEN07;SUC01;Local;Financiación Propia;Completada
VTA001552;05/03/2025;FAC-2025-001552;CLI0008;VEN06;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA001553;09/03/2026;FAC-2026-001553;CLI0273;VEN08;SUC02;Local;Tarjeta Débito;Completada
VTA001554;10/02/2026;FAC-2026-001554;CLI0102;VEN11;SUC05;Local;Tarjeta Crédito;Completada
VTA001555;25/02/2026;FAC-2026-001555;CLI0552;VEN16;SUC04;Venta Telefónica;Efectivo;Completada
VTA001556;04/05/2026;FAC-2026-001556;CLI0497;VEN17;SUC05;Marketplace;Tarjeta Débito;Pendiente
VTA001557;19/06/2025;FAC-2025-001557;CLI0413;VEN02;SUC02;Web;Financiación Propia;Completada
VTA001558;29/10/2025;FAC-2025-001558;CLI0201;VEN04;SUC04;Local;Financiación Propia;Pendiente
VTA001559;03/07/2026;FAC-2026-001559;CLI0485;VEN06;SUC06;Marketplace;Tarjeta Crédito;Completada
VTA001560;13/04/2025;FAC-2025-001560;CLI0072;VEN06;SUC06;Marketplace;Financiación Propia;Completada
VTA001561;27/01/2026;FAC-2026-001561;CLI0409;VEN13;SUC01;WhatsApp;Transferencia;Completada
VTA001562;08/07/2026;FAC-2026-001562;CLI0040;VEN18;SUC06;Local;Tarjeta Débito;Completada
VTA001563;27/04/2026;FAC-2026-001563;CLI0478;VEN10;SUC04;Venta Telefónica;Efectivo;Completada
VTA001564;11/07/2025;FAC-2025-001564;CLI0201;VEN12;SUC06;Marketplace;Financiación Propia;Completada
VTA001565;24/07/2026;FAC-2026-001565;CLI0450;VEN03;SUC03;Venta Telefónica;Financiación Propia;Completada
VTA001566;31/12/2025;FAC-2025-001566;CLI0060;VEN04;SUC04;Venta Telefónica;Transferencia;Completada
VTA001567;03/02/2025;FAC-2025-001567;CLI0068;VEN18;SUC06;WhatsApp;Financiación Propia;Completada
VTA001568;25/07/2025;FAC-2025-001568;CLI0278;VEN18;SUC06;Marketplace;Financiación Propia;Completada
VTA001569;20/03/2026;FAC-2026-001569;CLI0593;VEN01;SUC01;Web;Transferencia;Completada
VTA001570;24/03/2025;FAC-2025-001570;CLI0303;VEN10;SUC04;Venta Telefónica;Transferencia;Completada
VTA001571;18/12/2025;FAC-2025-001571;CLI0163;VEN14;SUC02;Web;Efectivo;Completada
VTA001572;19/04/2026;FAC-2026-001572;CLI0492;VEN12;SUC06;WhatsApp;Efectivo;Completada
VTA001573;23/07/2025;FAC-2025-001573;CLI0401;VEN16;SUC04;Marketplace;Tarjeta Crédito;Completada
VTA001574;28/04/2025;FAC-2025-001574;CLI0473;VEN06;SUC06;Local;Financiación Propia;Completada
VTA001575;18/11/2025;FAC-2025-001575;CLI0330;VEN12;SUC06;Local;Efectivo;Completada
VTA001576;25/12/2025;FAC-2025-001576;CLI0047;VEN06;SUC06;WhatsApp;Efectivo;Completada
VTA001577;28/10/2025;FAC-2025-001577;CLI0364;VEN01;SUC01;Marketplace;Financiación Propia;Pendiente
VTA001578;13/03/2026;FAC-2026-001578;CLI0012;VEN15;SUC03;WhatsApp;Transferencia;Completada
VTA001579;26/07/2026;FAC-2026-001579;CLI0250;VEN10;SUC04;Web;Tarjeta Débito;Completada
VTA001580;14/05/2026;FAC-2026-001580;CLI0544;VEN06;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA001581;21/07/2025;FAC-2025-001581;CLI0240;VEN15;SUC03;WhatsApp;Tarjeta Débito;Completada
VTA001582;26/02/2026;FAC-2026-001582;CLI0402;VEN10;SUC04;Venta Telefónica;Financiación Propia;Completada
VTA001583;09/03/2025;FAC-2025-001583;CLI0597;VEN13;SUC01;Local;Financiación Propia;Completada
VTA001584;12/04/2026;FAC-2026-001584;CLI0356;VEN15;SUC03;Local;Financiación Propia;Completada
VTA001585;18/05/2025;FAC-2025-001585;CLI0501;VEN10;SUC04;Marketplace;Tarjeta Débito;Completada
VTA001586;23/07/2025;FAC-2025-001586;CLI0478;VEN01;SUC01;Marketplace;Efectivo;Completada
VTA001587;20/04/2026;FAC-2026-001587;CLI0391;VEN17;SUC05;Web;Tarjeta Crédito;Completada
VTA001588;28/05/2025;FAC-2025-001588;CLI0542;VEN06;SUC06;WhatsApp;Tarjeta Crédito;Completada
VTA001589;05/01/2025;FAC-2025-001589;CLI0116;VEN17;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA001590;18/07/2025;FAC-2025-001590;CLI0076;VEN11;SUC05;Local;Tarjeta Débito;Completada
VTA001591;28/04/2025;FAC-2025-001591;CLI0587;VEN09;SUC03;Venta Telefónica;Financiación Propia;Completada
VTA001592;27/04/2025;FAC-2025-001592;CLI0027;VEN11;SUC05;Local;Transferencia;Completada
VTA001593;04/02/2025;FAC-2025-001593;CLI0093;VEN10;SUC04;Venta Telefónica;Transferencia;Completada
VTA001594;02/05/2025;FAC-2025-001594;CLI0058;VEN11;SUC05;Web;Transferencia;Completada
VTA001595;22/01/2025;FAC-2025-001595;CLI0426;VEN07;SUC01;Web;Financiación Propia;Completada
VTA001596;05/02/2026;FAC-2026-001596;CLI0353;VEN02;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA001597;26/05/2025;FAC-2025-001597;CLI0368;VEN13;SUC01;Web;Efectivo;Completada
VTA001598;18/04/2025;FAC-2025-001598;CLI0238;VEN10;SUC04;WhatsApp;Tarjeta Crédito;Completada
VTA001599;20/04/2025;FAC-2025-001599;CLI0589;VEN11;SUC05;Web;Efectivo;Completada
VTA001600;01/12/2025;FAC-2025-001600;CLI0470;VEN17;SUC05;WhatsApp;Transferencia;Completada
VTA001601;26/06/2025;FAC-2025-001601;CLI0240;VEN10;SUC04;Marketplace;Efectivo;Completada
